cap-diameter,stem-height,stem-width,date,cap-shape,cap-color,has-ring,ring-type,class
7.07,13.68,6.45,2020.06.19,x,e,f,f,p
10.39,8.7,23.1,2020.06.01,f,n,f,f,e
4.01,4.47,7.17,2020.12.25,s,u,f,f,p
8.15,18.8,12.13,2020.05.01,f,w,t,e,e
53.13,7.23,49.94,2020.08.26,o,y,f,f,e
19.93,5.56,45.68,2020.04.01,x,o,f,f,p
7.32,4.17,21.64,2020.05.28,s,n,f,f,e
1.04,2.72,1.39,2020.04.07,x,w,f,f,p
0.78,2.36,1.31,2020.06.21,x,w,f,f,p
20.55,7.52,30.81,2020.07.05,s,w,f,f,p
14.19,15.14,64.26,2020.01.20,x,n,f,f,e
13.16,11.11,16.04,2020.08.03,x,n,t,g,p
15.65,12.55,30.76,2020.01.02,x,n,f,f,e
13.11,9.66,30.57,2020.12.08,x,n,f,f,p
11.46,7.31,22.01,2020.06.01,x,y,f,f,e
4.18,6.14,3.97,2020.08.11,x,w,f,f,e
10.84,18.22,11.74,2020.03.16,p,w,t,e,e
8.33,11.46,16.33,2020.02.21,x,r,t,g,p
5.41,4.39,7.01,2020.08.12,f,g,f,f,e
1.69,5.56,2.2,2020.12.19,p,n,t,e,p
23.05,6.46,49.57,2020.08.24,f,o,f,f,p
4.82,7.19,4.7,2020.09.16,b,n,f,f,p
6.92,8.29,13.71,2020.10.08,c,y,f,f,p
9.7,11.25,22.59,2020.03.31,x,u,f,f,p
8.14,6.99,9.57,2020.06.23,x,n,f,f,e
2.66,6.25,6.58,2020.04.13,s,n,f,f,e
7.33,6.33,11.54,2020.01.13,f,r,f,f,p
3.68,4.86,8.48,2020.03.17,f,u,f,f,p
4.74,6.14,7.78,2020.06.08,x,y,f,f,p
2.6,6.69,5.41,2020.08.08,x,u,f,f,e
4.03,7.71,4.43,2020.02.16,f,n,f,f,p
7.03,6.76,9.93,2020.02.15,x,b,f,f,e
9.67,2.61,17.01,2020.02.27,f,b,f,f,e
4.52,4.62,6.07,2020.04.25,b,n,t,,p
6.04,3.8,13.18,2020.01.20,x,w,f,f,p
2.93,3.99,5.47,2020.03.23,x,o,t,z,p
9.27,10.93,11.62,2020.09.02,f,w,f,f,p
8.87,9.63,17.72,2020.11.07,x,n,t,l,e
3.43,7.89,4.2,2020.02.03,x,n,f,f,p
4.87,5.98,6.14,2020.11.10,x,n,t,r,e
4.46,7.7,8.26,2020.02.28,x,w,t,,e
6.57,5.22,13.43,2020.02.01,x,n,f,f,p
3.65,4.78,3.08,2020.07.19,f,b,f,f,p
7.4,4.73,18.52,2020.09.20,f,b,t,f,e
1.11,3.04,1.48,2020.04.12,x,w,f,f,p
8.96,7.02,20.14,2020.02.28,x,n,f,f,e
4.36,7.88,7.83,2020.08.13,x,w,t,,e
3.47,4.83,3.7,2020.05.01,b,n,f,f,p
5.71,7.09,9.23,2020.03.15,f,b,f,f,e
6.65,6.5,15.03,2020.06.29,x,n,f,f,e
5.71,7.08,16.42,2020.07.11,x,g,f,f,p
3.63,0.0,0.0,2020.12.06,o,g,t,f,p
11.0,8.63,14.06,2020.05.16,f,n,t,g,e
8.23,5.86,13.32,2020.06.17,x,w,t,e,e
1.43,2.07,2.7,2020.01.09,x,y,f,f,p
3.07,6.69,2.84,2020.11.24,b,n,f,f,e
6.02,5.46,15.22,2020.09.20,x,g,f,f,p
6.32,5.5,10.11,2020.03.18,f,n,f,f,p
8.57,7.56,13.05,2020.06.20,f,y,f,f,p
4.79,8.29,10.78,2020.12.18,x,n,t,,e
5.18,6.78,9.05,2020.11.24,x,l,f,f,e
10.07,9.03,17.64,2020.04.20,x,n,t,l,e
3.79,5.3,3.37,2020.10.25,x,n,t,r,p
4.5,8.73,9.79,2020.12.24,x,w,t,,e
3.07,5.13,5.22,2020.11.13,b,r,f,f,p
7.74,10.31,13.36,2020.10.22,x,r,t,p,p
8.18,4.92,11.74,2020.05.14,s,o,t,f,p
6.61,4.13,14.41,2020.03.04,x,u,f,f,e
3.66,5.19,3.44,2020.03.02,b,g,f,f,e
5.78,4.03,10.54,2020.10.05,s,y,f,f,e
4.01,0.0,0.0,2020.11.09,o,n,t,f,p
6.39,5.34,9.94,2020.04.14,x,n,f,f,e
3.54,4.17,5.89,2020.07.06,x,o,t,z,p
6.23,4.83,6.37,2020.10.23,x,n,f,f,p
9.49,7.01,12.36,2020.01.26,x,y,f,f,e
3.74,6.09,9.82,2020.11.29,x,n,t,z,p
5.11,5.58,5.86,2020.10.03,s,n,f,f,p
8.86,7.78,13.03,2020.07.11,s,p,t,f,p
6.94,5.39,12.99,2020.11.23,p,w,t,e,e
11.29,7.15,26.53,2020.10.28,s,u,f,f,e
4.47,10.28,8.19,2020.11.15,b,y,t,z,p
18.96,26.56,20.0,2020.05.09,p,n,t,m,e
6.28,13.03,12.69,2020.09.23,b,w,t,l,p
6.89,8.5,11.0,2020.09.03,x,n,f,f,p
3.79,5.11,3.17,2020.05.25,f,b,f,f,p
3.44,3.93,3.49,2020.08.13,c,w,f,f,p
8.21,6.9,11.73,2020.07.07,f,n,f,f,e
5.2,5.15,6.29,2020.07.03,x,o,t,z,p
2.76,2.31,11.59,2020.12.01,o,g,f,f,p
8.27,11.58,26.66,2020.02.05,x,g,f,f,e
7.1,5.65,23.39,2020.08.18,x,y,t,e,e
8.87,9.58,15.4,2020.09.23,x,y,t,,e
7.98,13.59,17.57,2020.10.22,p,n,f,f,p
6.34,5.75,7.47,2020.05.30,x,n,f,f,p
6.37,5.47,18.79,2020.03.20,p,n,f,f,e
3.95,5.94,3.7,2020.06.17,f,n,f,f,e
2.79,3.31,12.22,2020.02.05,o,g,f,f,p
3.86,3.98,3.13,2020.05.20,x,n,f,f,p
0.6,3.23,0.66,2020.05.17,x,o,f,f,p
11.59,10.47,18.08,2020.11.26,x,w,t,l,e
1.79,2.95,5.54,2020.05.29,x,o,f,f,p
1.43,3.62,2.43,2020.05.20,x,k,f,f,p
8.9,4.81,26.05,2020.07.19,o,n,f,f,e
8.49,7.34,12.96,2020.10.01,x,n,f,f,e
3.18,4.97,3.36,2020.02.05,f,p,t,e,p
12.68,9.47,17.99,2020.11.16,p,n,t,l,e
9.19,9.65,17.54,2020.03.23,p,g,f,f,e
14.85,6.19,23.2,2020.05.06,f,k,f,f,e
1.54,4.34,1.35,2020.07.12,b,n,f,f,p
6.4,10.46,13.21,2020.08.22,p,g,t,z,p
7.62,5.69,16.33,2020.05.13,s,o,f,f,e
3.13,7.94,4.32,2020.05.02,f,n,f,f,p
2.78,6.81,2.58,2020.09.02,x,n,f,f,p
0.77,3.48,0.76,2020.08.16,x,y,f,f,p
3.48,2.72,5.7,2020.06.10,x,w,f,f,e
5.76,6.1,6.9,2020.11.21,s,e,f,f,p
14.71,10.51,16.71,2020.10.01,x,n,t,,e
6.37,6.7,6.23,2020.03.30,x,n,t,r,e
7.52,3.53,9.66,2020.03.01,x,w,f,f,e
2.87,7.3,3.33,2020.04.12,b,n,f,f,e
11.75,8.19,18.94,2020.08.09,s,g,f,f,e
4.99,3.3,5.58,2020.01.19,f,y,t,f,p
6.8,8.19,12.15,2020.07.02,f,n,f,f,e
7.15,6.76,15.2,2020.11.30,x,y,t,,e
3.33,6.78,4.69,2020.08.20,x,u,f,f,e
12.79,6.34,14.61,2020.02.02,f,n,f,f,p
10.24,10.23,14.39,2020.09.02,f,n,t,g,e
3.12,4.38,2.85,2020.02.16,b,w,f,f,e
2.14,4.38,2.63,2020.12.12,x,l,f,f,p
11.77,9.97,23.48,2020.06.22,x,n,f,f,e
5.51,0.0,0.0,2020.01.18,o,w,f,f,p
5.68,6.89,9.16,2020.12.15,x,n,f,f,e
2.76,3.68,12.64,2020.07.10,o,k,f,f,p
4.62,6.09,7.33,2020.06.23,x,e,f,f,p
5.6,6.1,16.33,2020.04.07,f,y,f,f,p
8.86,7.8,14.37,2020.12.16,s,p,t,f,p
8.12,6.1,10.0,2020.04.16,x,n,f,f,e
6.24,6.17,7.2,2020.02.14,f,n,t,,p
3.15,3.28,2.17,2020.08.31,f,b,f,f,p
0.86,2.84,1.33,2020.12.14,p,w,f,f,e
7.22,6.44,12.5,2020.05.26,x,g,f,f,e
4.02,6.54,3.96,2020.08.17,x,w,f,f,e
8.62,6.6,17.0,2020.01.29,f,u,f,f,p
1.01,3.4,2.27,2020.09.03,b,y,t,f,p
6.13,5.78,9.74,2020.09.26,x,n,f,f,p
11.9,7.64,20.68,2020.01.01,x,l,f,f,e
7.54,6.11,21.4,2020.06.30,x,n,f,f,e
6.05,4.84,9.96,2020.01.14,f,g,f,f,p
6.04,4.32,6.44,2020.03.24,s,n,t,f,p
7.92,6.99,13.64,2020.03.19,x,n,f,f,e
5.35,5.68,4.88,2020.06.18,f,e,f,f,p
3.3,3.77,2.66,2020.08.14,b,g,f,f,e
5.03,6.03,7.71,2020.03.25,c,y,f,f,p
2.16,3.31,15.3,2020.01.07,o,g,f,f,p
7.2,5.56,8.81,2020.11.23,x,n,f,f,p
4.92,6.75,11.75,2020.04.21,x,n,f,f,e
9.17,7.9,14.25,2020.11.20,s,p,t,f,p
6.46,7.74,14.7,2020.12.12,p,n,t,p,p
4.56,5.62,4.89,2020.01.19,f,n,f,f,p
10.46,12.48,20.89,2020.03.20,x,n,t,g,e
1.76,7.03,2.72,2020.02.13,p,n,t,e,p
8.85,4.84,12.55,2020.02.15,s,o,t,f,p
7.52,4.88,13.62,2020.09.23,x,w,t,e,e
1.67,4.82,2.63,2020.11.27,f,g,f,f,e
5.84,5.56,7.83,2020.02.18,s,n,f,f,e
5.87,5.35,10.28,2020.06.18,b,k,f,f,e
4.98,4.13,4.3,2020.01.14,f,n,t,,p
3.11,4.91,6.75,2020.06.06,x,l,t,e,p
11.6,6.38,18.13,2020.04.07,x,r,f,f,p
1.39,3.26,1.43,2020.03.23,b,n,f,f,p
4.06,6.1,4.39,2020.08.14,b,n,f,f,p
10.23,5.27,16.34,2020.10.04,s,p,f,f,e
4.25,6.84,5.39,2020.05.31,f,e,f,f,p
9.47,10.91,14.09,2020.11.23,x,n,f,f,p
3.84,4.87,3.39,2020.10.10,b,w,t,e,p
1.84,3.87,2.42,2020.03.24,f,l,f,f,p
3.98,5.78,6.32,2020.02.21,b,u,f,f,p
4.27,5.25,6.86,2020.12.29,x,n,t,z,p
5.7,8.36,11.02,2020.05.13,b,n,t,z,p
3.35,7.54,3.88,2020.11.27,f,w,f,f,p
20.98,7.06,38.86,2020.08.06,f,n,f,f,p
2.34,3.18,8.57,2020.08.30,f,w,f,f,p
0.82,3.44,0.86,2020.06.11,x,p,f,f,p
9.24,11.33,15.8,2020.06.21,f,r,t,g,p
17.16,7.03,30.94,2020.08.09,x,w,f,f,p
3.71,5.4,7.04,2020.11.14,x,n,f,f,e
3.75,4.95,3.65,2020.03.06,x,n,t,r,p
1.55,5.36,2.79,2020.10.09,x,n,f,f,e
8.73,6.27,9.66,2020.03.14,f,n,f,f,e
1.58,5.59,1.64,2020.06.10,c,n,f,f,e
6.43,5.82,7.32,2020.07.27,b,n,t,,p
4.48,6.79,8.23,2020.05.12,s,n,f,f,e
2.73,4.11,3.49,2020.01.13,c,w,f,f,p
1.92,5.03,2.11,2020.03.01,b,n,f,f,p
3.51,4.03,6.29,2020.08.31,f,w,f,f,e
3.8,4.66,5.96,2020.10.30,x,e,f,f,p
5.27,5.14,8.87,2020.11.16,x,g,f,f,p
7.49,5.43,7.52,2020.02.15,x,n,f,f,p
6.43,6.43,5.53,2020.04.11,x,n,t,l,e
1.04,2.88,1.33,2020.08.13,x,w,f,f,p
7.78,6.27,9.1,2020.01.29,x,e,f,f,p
6.12,6.58,12.27,2020.10.10,x,n,f,f,e
1.58,4.91,2.46,2020.10.09,x,n,f,f,p
5.25,5.1,21.12,2020.09.17,c,n,f,f,e
4.4,0.0,0.0,2020.05.04,o,w,f,f,p
5.96,11.47,12.06,2020.09.08,x,n,f,f,e
3.46,5.42,3.59,2020.09.21,f,n,f,f,p
6.9,7.25,9.75,2020.11.15,x,n,f,f,e
3.45,4.01,9.4,2020.11.05,x,n,f,f,e
4.46,6.44,7.73,2020.09.24,x,l,f,f,e
3.96,6.37,4.06,2020.05.04,x,w,f,f,e
3.93,4.06,3.26,2020.02.13,f,w,f,f,p
1.27,5.31,2.41,2020.05.04,x,n,f,f,p
6.19,5.81,12.42,2020.08.23,x,w,t,g,e
2.97,4.68,10.14,2020.09.14,x,n,f,f,e
1.98,4.47,1.61,2020.03.18,b,n,f,f,p
13.71,4.8,23.55,2020.03.14,x,n,f,f,p
3.25,3.2,8.56,2020.06.06,x,w,f,f,p
1.0,3.69,1.54,2020.12.23,x,w,f,f,p
1.89,5.9,2.4,2020.11.16,p,n,t,e,p
11.92,6.55,16.64,2020.03.22,s,o,f,f,e
0.62,3.49,0.94,2020.01.08,x,e,f,f,p
4.73,4.56,11.16,2020.12.27,x,b,f,f,e
6.69,4.7,12.72,2020.11.24,x,n,t,l,e
12.49,11.21,17.02,2020.07.31,x,n,t,g,p
4.77,6.74,7.81,2020.01.04,c,y,f,f,p
6.41,8.0,9.75,2020.05.28,x,n,f,f,p
3.86,6.11,8.04,2020.12.29,x,r,t,e,p
12.73,8.04,22.77,2020.11.08,f,y,f,f,e
11.36,5.77,14.04,2020.10.29,f,r,f,f,p
0.71,4.66,1.02,2020.04.06,f,o,f,f,p
5.61,6.39,8.87,2020.07.15,x,b,f,f,e
4.46,5.33,17.23,2020.02.09,o,n,f,f,e
3.47,5.31,6.3,2020.04.06,b,y,f,f,p
11.12,9.34,30.14,2020.07.16,x,n,f,f,p
6.08,7.78,14.56,2020.08.10,x,y,t,,e
9.26,6.69,14.74,2020.10.31,x,y,t,,e
4.46,3.43,6.24,2020.04.04,x,w,f,f,e
1.2,3.91,5.13,2020.09.21,x,y,f,f,p
12.28,7.67,25.43,2020.11.14,s,g,f,f,e
3.32,4.21,6.9,2020.01.24,f,o,f,f,p
7.1,7.7,14.73,2020.11.28,x,y,f,f,e
10.43,7.78,21.53,2020.12.07,x,y,f,f,e
1.48,4.5,2.41,2020.05.17,x,n,f,f,e
3.89,5.88,6.66,2020.11.27,f,n,f,f,e
9.66,5.61,17.84,2020.05.28,x,u,f,f,e
3.59,0.0,0.0,2020.05.22,o,n,f,f,p
0.56,3.54,0.8,2020.09.29,x,o,f,f,p
3.92,3.98,6.75,2020.09.03,x,w,f,f,e
6.31,8.23,10.28,2020.06.22,x,e,t,z,p
6.43,6.47,5.34,2020.08.29,x,g,t,l,e
8.2,5.16,17.27,2020.02.28,s,p,f,f,e
7.37,6.79,14.42,2020.02.18,x,y,f,f,p
7.06,12.97,12.9,2020.10.20,c,n,f,f,e
7.5,5.16,17.08,2020.06.26,x,e,f,f,p
7.77,6.26,10.88,2020.12.27,f,y,f,f,p
7.41,4.7,10.6,2020.08.02,x,p,f,f,p
5.68,6.61,8.48,2020.11.12,c,y,f,f,p
16.34,26.5,20.46,2020.03.24,p,w,t,m,e
4.12,0.0,0.0,2020.06.02,o,o,t,f,p
2.74,8.03,2.7,2020.10.31,x,n,f,f,p
0.74,3.26,0.77,2020.04.27,x,o,f,f,p
1.47,4.67,2.47,2020.02.25,x,n,f,f,p
8.3,7.33,10.68,2020.08.02,s,e,f,f,p
9.93,6.89,22.54,2020.10.22,s,y,f,f,e
9.13,10.74,15.5,2020.04.12,x,r,t,g,p
10.67,8.79,19.94,2020.02.23,f,g,f,f,e
3.28,5.56,6.78,2020.03.19,f,y,f,f,p
10.12,15.9,11.27,2020.03.05,f,w,t,e,e
14.11,2.54,15.2,2020.03.23,f,l,f,f,e
4.48,7.17,5.29,2020.10.26,b,n,f,f,p
11.49,5.48,16.28,2020.05.07,x,n,f,f,p
7.55,5.39,24.45,2020.04.22,x,w,f,f,e
8.42,8.1,20.41,2020.11.11,s,g,f,f,e
13.14,8.67,22.6,2020.02.21,x,n,f,f,e
12.74,7.28,18.2,2020.01.15,s,o,f,f,e
6.22,5.84,4.68,2020.06.05,x,n,t,l,e
5.69,6.27,12.21,2020.12.23,x,w,t,l,p
4.79,5.81,12.26,2020.04.27,x,n,f,f,e
9.4,5.35,23.3,2020.08.01,o,n,f,f,e
10.53,5.7,13.87,2020.11.14,f,n,f,f,p
8.71,6.12,26.99,2020.02.16,f,w,f,f,e
9.05,7.4,10.07,2020.09.12,x,n,f,f,e
5.74,4.05,8.12,2020.06.20,s,n,f,f,e
3.37,4.31,4.92,2020.11.27,f,n,f,f,e
4.0,4.77,9.4,2020.04.05,x,y,f,f,e
4.74,0.0,0.0,2020.01.30,o,w,f,f,p
1.25,4.88,1.41,2020.03.25,c,n,f,f,e
3.4,5.07,3.5,2020.01.23,x,y,t,r,p
10.28,7.63,26.48,2020.05.19,x,n,t,e,e
10.09,5.91,16.33,2020.03.10,s,o,f,f,e
10.49,11.33,33.87,2020.10.23,x,n,f,f,p
3.74,5.39,6.8,2020.03.05,x,n,t,z,p
12.74,11.16,14.64,2020.06.23,f,g,t,g,p
11.47,2.59,14.42,2020.08.14,f,l,f,f,e
2.77,3.97,8.98,2020.11.27,x,y,f,f,e
11.13,8.97,17.5,2020.12.03,p,n,t,p,e
8.69,7.35,17.64,2020.09.13,x,n,t,p,e
1.52,5.81,3.9,2020.10.14,x,u,f,f,e
7.11,7.06,10.52,2020.10.11,f,n,f,f,e
3.74,5.61,11.44,2020.09.08,x,o,f,f,e
7.17,5.57,16.67,2020.06.15,x,e,f,f,p
10.95,5.57,17.44,2020.01.05,s,w,f,f,e
6.18,5.49,13.75,2020.05.14,s,y,f,f,e
1.43,2.1,2.57,2020.08.29,x,y,f,f,p
3.25,0.0,0.0,2020.10.19,o,g,f,f,p
6.38,9.15,7.3,2020.01.04,f,n,f,f,e
6.37,6.03,15.4,2020.06.27,x,y,f,f,p
9.74,3.05,23.63,2020.02.05,o,e,f,f,p
6.66,14.98,7.01,2020.01.21,f,e,f,f,p
48.75,7.27,28.42,2020.08.18,o,y,f,f,e
8.26,9.97,11.32,2020.09.26,f,w,f,f,p
3.12,4.37,3.57,2020.09.04,b,g,f,f,e
2.41,7.03,2.59,2020.07.01,x,e,f,f,p
8.1,5.39,9.58,2020.01.22,x,n,f,f,e
7.36,6.81,9.57,2020.02.02,s,n,f,f,p
6.65,6.71,14.96,2020.09.27,x,y,f,f,e
6.35,5.47,8.85,2020.07.10,f,e,f,f,p
1.51,3.57,1.31,2020.11.14,x,n,f,f,p
7.64,5.39,15.16,2020.12.21,x,n,f,f,p
1.44,4.53,2.39,2020.01.19,b,n,f,f,p
7.17,4.3,10.66,2020.04.10,s,r,f,f,p
4.22,6.8,7.83,2020.06.25,s,y,f,f,e
3.44,4.27,6.27,2020.05.15,x,e,f,f,p
7.13,1.31,12.91,2020.12.31,o,r,f,f,p
3.42,4.42,6.54,2020.04.18,x,p,f,f,e
2.22,5.7,4.56,2020.09.13,x,b,f,f,e
3.31,3.77,4.15,2020.06.12,x,e,f,f,p
3.08,3.62,5.78,2020.01.06,f,o,f,f,p
1.37,4.7,1.6,2020.12.22,c,n,f,f,e
12.45,6.57,17.53,2020.08.10,f,n,f,f,p
4.99,3.71,6.32,2020.02.09,s,o,f,f,p
17.84,16.65,33.49,2020.03.09,p,o,f,f,e
7.32,10.48,11.41,2020.01.03,f,w,f,f,p
3.56,6.05,6.92,2020.12.04,x,n,f,f,e
15.19,7.8,29.04,2020.07.31,s,w,f,f,p
0.98,3.56,2.6,2020.02.12,b,y,t,f,p
5.23,4.86,8.82,2020.08.13,f,n,f,f,e
9.5,6.33,29.98,2020.09.04,f,w,f,f,e
8.45,4.92,20.83,2020.04.11,f,b,t,f,e
10.54,4.58,23.89,2020.07.17,f,r,f,f,p
7.14,6.24,10.95,2020.03.23,x,n,f,f,p
0.65,3.45,0.71,2020.09.10,x,y,f,f,p
6.34,5.21,6.84,2020.06.25,x,n,f,f,p
10.86,10.52,18.06,2020.01.04,x,w,t,r,e
6.7,5.76,9.63,2020.09.30,f,e,f,f,p
8.24,7.3,16.0,2020.08.15,x,l,f,f,e
6.78,4.62,6.22,2020.10.04,x,n,f,f,p
11.86,11.19,16.36,2020.11.10,x,n,t,g,p
4.0,5.89,11.8,2020.05.31,x,y,f,f,e
9.15,11.04,16.04,2020.03.31,f,r,t,g,p
9.49,9.44,25.92,2020.12.27,x,n,f,f,p
4.29,4.63,14.69,2020.08.17,f,y,f,f,p
1.36,4.91,2.44,2020.10.12,f,g,f,f,e
11.31,7.1,16.35,2020.11.16,x,g,f,f,p
6.11,5.51,11.85,2020.09.14,x,n,f,f,e
6.41,5.7,13.74,2020.10.08,x,y,f,f,e
1.02,3.18,1.58,2020.12.27,b,g,f,f,e
19.83,15.42,67.89,2020.08.10,x,n,f,f,e
1.15,3.85,2.47,2020.09.17,b,y,t,f,p
6.52,4.9,16.15,2020.05.10,f,y,f,f,p
12.84,11.34,32.44,2020.12.15,x,n,f,f,p
1.14,4.47,2.17,2020.05.13,x,n,f,f,p
7.71,6.55,14.59,2020.10.14,x,w,t,g,e
4.15,4.07,10.22,2020.11.10,x,n,f,f,e
9.09,7.44,17.54,2020.02.07,x,g,f,f,p
10.32,6.68,15.75,2020.02.15,x,w,f,f,p
10.75,10.05,45.46,2020.04.13,p,n,f,f,e
14.56,5.3,25.59,2020.08.14,x,n,f,f,p
1.55,3.63,2.42,2020.04.02,f,k,f,f,p
4.53,5.39,3.59,2020.05.16,x,w,f,f,e
9.39,5.04,22.51,2020.04.10,s,w,f,f,e
5.75,7.05,6.67,2020.05.22,b,o,f,f,p
1.26,4.46,6.29,2020.01.25,f,y,f,f,p
13.19,6.7,15.55,2020.12.02,x,w,f,f,p
4.93,6.15,7.09,2020.07.12,x,o,f,f,p
6.79,6.11,11.58,2020.10.30,f,y,f,f,p
5.17,4.28,19.09,2020.06.08,c,n,f,f,e
1.34,5.69,1.94,2020.04.07,x,y,f,f,e
16.3,9.47,24.95,2020.08.20,f,g,f,f,e
3.4,4.62,3.61,2020.08.07,f,w,t,e,p
6.24,7.0,10.0,2020.12.27,f,n,f,f,e
7.27,13.88,17.04,2020.06.28,b,n,f,f,p
6.45,8.29,22.91,2020.04.16,x,g,f,f,e
5.63,3.64,8.9,2020.08.30,x,w,f,f,e
8.27,5.78,21.08,2020.11.07,x,y,f,f,p
1.89,3.55,2.29,2020.03.23,f,k,f,f,p
7.43,5.91,13.58,2020.04.11,x,y,f,f,e
5.7,11.08,12.9,2020.01.11,b,n,t,z,p
5.56,6.09,6.39,2020.03.07,b,n,t,,p
12.48,8.45,21.84,2020.02.27,x,l,f,f,e
5.61,4.48,9.18,2020.07.18,f,k,f,f,e
16.54,10.08,32.74,2020.03.03,x,n,f,f,p
3.41,6.89,7.63,2020.10.02,s,y,f,f,e
2.29,6.37,3.63,2020.05.03,b,n,f,f,p
52.09,6.59,39.43,2020.10.06,o,y,f,f,e
11.53,5.89,16.84,2020.07.20,s,o,f,f,e
7.64,12.62,7.44,2020.10.17,f,n,f,f,p
11.17,4.9,20.4,2020.03.14,f,b,t,f,e
6.77,6.15,9.67,2020.05.24,f,n,f,f,e
5.09,5.71,5.23,2020.11.17,f,y,f,f,p
4.75,6.63,6.81,2020.01.14,c,y,f,f,p
11.29,2.55,15.12,2020.02.11,f,b,f,f,e
4.63,0.0,0.0,2020.12.24,o,r,t,f,p
3.85,5.57,4.75,2020.12.28,f,n,f,f,p
19.78,7.07,25.8,2020.08.19,f,k,f,f,e
3.29,3.2,2.14,2020.01.03,b,n,f,f,e
0.97,3.21,1.36,2020.01.23,x,w,f,f,p
8.07,7.45,17.64,2020.10.22,x,n,t,p,e
4.51,0.0,0.0,2020.11.16,o,o,t,f,p
8.07,7.73,12.08,2020.06.25,s,p,t,f,p
4.82,7.56,12.78,2020.05.31,c,w,f,f,p
19.03,4.73,35.04,2020.04.02,x,e,f,f,p
5.04,6.7,6.54,2020.04.14,x,n,t,r,e
10.29,7.84,19.49,2020.01.18,s,u,f,f,e
10.07,11.92,14.16,2020.06.10,x,y,t,,p
10.57,12.59,25.06,2020.01.06,x,y,t,r,p
10.79,7.6,20.8,2020.11.05,s,g,f,f,e
0.88,2.9,1.38,2020.05.03,b,w,f,f,e
2.25,3.13,4.66,2020.03.18,s,o,f,f,p
7.76,5.39,14.0,2020.09.08,s,y,f,f,e
5.82,6.29,9.07,2020.09.05,f,b,f,f,e
2.73,4.22,9.1,2020.03.15,x,n,f,f,e
0.68,4.73,1.0,2020.12.29,f,o,f,f,p
8.53,7.45,12.65,2020.08.15,x,n,t,,e
1.73,6.2,2.77,2020.03.15,c,n,f,f,p
9.64,11.62,17.98,2020.05.09,f,r,t,g,p
2.69,4.21,9.81,2020.07.16,x,n,f,f,e
0.93,3.17,1.66,2020.01.29,b,g,f,f,e
3.54,5.55,6.37,2020.12.05,x,y,f,f,p
3.34,3.9,6.08,2020.04.05,x,w,f,f,e
11.23,8.41,21.69,2020.05.03,x,n,f,f,e
5.03,3.21,11.79,2020.12.10,x,y,f,f,e
6.25,13.81,12.79,2020.10.18,x,n,f,f,e
12.34,4.62,22.52,2020.03.10,x,r,f,f,p
11.52,8.0,20.19,2020.01.21,f,g,f,f,e
17.0,7.86,23.88,2020.03.21,s,w,f,f,e
10.38,5.77,13.84,2020.05.16,s,o,t,f,p
10.43,13.37,26.38,2020.03.06,x,y,t,r,p
3.99,5.08,6.61,2020.12.15,x,o,t,z,p
1.27,5.04,2.35,2020.11.11,x,n,f,f,e
1.86,7.57,3.01,2020.07.04,f,y,f,f,p
6.29,7.77,15.68,2020.01.29,x,y,f,f,e
10.25,8.04,21.5,2020.07.06,x,y,f,f,e
9.25,4.27,15.25,2020.08.10,f,k,f,f,e
7.78,1.42,13.88,2020.07.22,o,o,f,f,p
4.34,5.81,4.98,2020.05.30,f,e,f,f,p
9.77,15.95,12.07,2020.12.19,p,w,t,e,e
10.19,16.05,25.57,2020.12.31,x,o,t,r,p
5.33,6.3,51.06,2020.10.15,s,n,f,f,e
7.27,6.06,12.76,2020.11.05,x,w,t,g,e
1.41,6.74,1.82,2020.01.08,x,n,f,f,e
0.67,4.3,1.02,2020.04.15,x,o,f,f,p
8.38,7.2,17.91,2020.06.26,s,y,f,f,e
3.27,4.89,6.34,2020.05.16,f,p,f,f,e
5.27,4.88,6.47,2020.09.09,f,n,t,,p
1.45,5.24,1.55,2020.01.05,c,n,f,f,e
9.46,8.84,17.1,2020.08.20,p,n,t,p,e
1.36,4.19,1.64,2020.08.21,b,n,f,f,p
2.83,4.68,4.38,2020.10.25,b,u,f,f,p
18.39,7.45,24.09,2020.05.01,s,k,f,f,e
4.57,5.12,6.46,2020.06.09,x,e,f,f,p
8.68,6.22,10.22,2020.11.14,f,y,f,f,p
10.14,10.08,31.13,2020.03.21,x,n,f,f,p
0.83,3.76,0.76,2020.12.19,x,o,f,f,p
0.61,3.61,0.73,2020.01.05,x,y,f,f,p
5.71,7.03,9.85,2020.06.18,f,n,f,f,e
4.15,5.11,9.29,2020.01.14,x,o,f,f,e
4.0,4.46,3.55,2020.05.15,x,n,f,f,p
5.67,6.76,7.21,2020.11.14,b,k,f,f,p
1.99,5.43,2.78,2020.05.24,x,n,f,f,p
2.16,2.93,3.52,2020.04.25,f,u,f,f,p
3.08,3.59,2.72,2020.01.15,f,w,f,f,p
4.5,12.06,7.13,2020.06.19,b,n,t,,p
7.76,7.04,15.02,2020.03.18,x,n,f,f,e
9.98,5.1,19.98,2020.06.01,f,b,t,f,e
2.83,5.76,5.59,2020.09.20,s,u,f,f,p
18.95,17.37,80.35,2020.02.01,p,n,f,f,e
1.23,5.14,2.56,2020.10.27,x,n,f,f,e
15.46,9.98,26.47,2020.02.14,f,n,f,f,e
22.26,6.14,45.1,2020.07.02,x,n,f,f,p
